,Unnamed: 0,p,q,f,out
0,0.0,0.6426426426426426,0.5576730190571715,0.39107193309134464,0.7424190800681431
1,0.001001001001001001,0.4064064064064064,0.13440320962888666,0.44782938395230243,0.5182282793867121
2,0.002002002002002002,0.9469469469469469,0.45135406218655966,0.3721559830238787,0.8098807495741056
3,0.003003003003003003,0.6626626626626627,0.41223671013039115,0.172863410653588,0.6998296422487224
4,0.004004004004004004,0.14614614614614616,0.5245737211634904,0.31086048171534414,0.5621805792163543
5,0.005005005005005005,0.037037037037037035,0.041123370110330994,0.5279657131549295,0.3321976149914821
6,0.006006006006006006,0.7397397397397397,0.03009027081243731,0.16652911140393642,0.596252129471891
7,0.007007007007007007,0.2962962962962963,0.5566700100300903,0.8489448895249257,0.2453151618398637
8,0.008008008008008008,0.34034034034034033,0.5757271815446339,0.6953644910638699,0.25383304940374785
9,0.009009009009009009,0.3303303303303303,0.6509528585757272,0.13845984325157384,0.6678023850085179
10,0.01001001001001001,0.6576576576576577,0.23671013039117353,0.9920980496182327,0.47700170357751276
11,0.011011011011011011,0.19119119119119118,0.4974924774322969,0.33087675609799216,0.5683134582623509
12,0.012012012012012012,0.11911911911911911,0.11534603811434303,0.9598597325499357,0.33492333901192506
13,0.013013013013013013,0.8088088088088088,0.5997993981945837,0.8914623280349149,0.4051107325383305
14,0.014014014014014014,0.7947947947947948,0.01905717151454363,0.8864183292334946,0.5976149914821124
15,0.015015015015015015,0.8338338338338338,0.19658976930792377,0.7850352551893665,0.5505962521294719
16,0.016016016016016016,0.7447447447447447,0.4974924774322969,0.4545979817581921,0.7567291311754685
17,0.01701701701701702,0.2092092092092092,0.10832497492477432,0.4936732040960823,0.4422487223168654
18,0.018018018018018018,0.41041041041041043,0.8485456369107321,0.03019572035152047,0.7621805792163543
19,0.01901901901901902,0.5995995995995996,0.8254764292878636,0.9691450959743485,0.2572402044293015
20,0.02002002002002002,0.6836836836836837,0.49147442326980945,0.09760114626285495,0.7339011925042589
21,0.021021021021021023,0.22722722722722724,0.7211634904714143,0.09428946953717343,0.6565587734241908
22,0.022022022022022022,0.5565565565565566,0.7592778335005015,0.04773811032301778,0.7816013628620102
23,0.023023023023023025,0.8378378378378378,0.43931795386158473,0.19037723180335156,0.7686541737649063
24,0.024024024024024024,0.28428428428428426,0.3600802407221665,0.20695011518667125,0.5533219761499149
25,0.025025025025025027,0.6306306306306306,0.6479438314944834,0.46874075100422236,0.7689948892674616
26,0.026026026026026026,0.6936936936936937,0.7492477432296891,0.7524968493690534,0.3151618398637138
27,0.02702702702702703,0.2012012012012012,0.2637913741223671,0.6687417324241802,0.31243611584327086
28,0.028028028028028028,0.6796796796796797,0.5075225677031093,0.9874717182493573,0.39250425894378194
29,0.02902902902902903,0.6316316316316316,0.7311935807422267,0.9501335771118787,0.3001703577512777
30,0.03003003003003003,0.5425425425425425,0.5837512537612839,0.9553506325689677,0.31993185689948894
31,0.031031031031031032,0.1961961961961962,0.6980942828485457,0.9315032620465092,0.16320272572402045
32,0.03203203203203203,0.9769769769769769,0.8976930792377131,0.2329297428206413,0.9717206132879046
33,0.03303303303303303,0.6816816816816816,0.8776328986960883,0.9495773283261277,0.2674616695059625
